rank,world_size,M,K,N,num_comm_sms,impl,ms,tflops
2,8,16384,16384,2048,8,NCCL,2.74901123046875,399.96621897703767
2,8,16384,16384,2048,8,TK,2.391494369506836,459.7592374857803
3,8,16384,16384,2048,8,NCCL,2.7438207626342774,400.722832463876
3,8,16384,16384,2048,8,TK,2.3921535491943358,459.6325466424634
4,8,16384,16384,2048,8,NCCL,2.743596839904785,400.75553805279856
4,8,16384,16384,2048,8,TK,2.3921087265014647,459.64115911406367
5,8,16384,16384,2048,8,NCCL,2.7432319641113283,400.80884232922955
5,8,16384,16384,2048,8,TK,2.388991928100586,460.24082996805595
6,8,16384,16384,2048,8,NCCL,2.7419712066650392,400.99313410124984
6,8,16384,16384,2048,8,TK,2.389311981201172,460.1791797918518
7,8,16384,16384,2048,8,NCCL,2.7498752593994142,399.8405469548966
7,8,16384,16384,2048,8,TK,2.392211151123047,459.6214791741203
0,8,16384,16384,2048,16,NCCL,2.7564416885375977,398.88804190860094
0,8,16384,16384,2048,16,TK,2.3494335174560548,467.9901004249489
1,8,16384,16384,2048,16,NCCL,2.751046371459961,399.67033605198617
1,8,16384,16384,2048,16,TK,2.3494272232055664,467.99135419731056
2,8,16384,16384,2048,16,NCCL,2.7453760147094726,400.4958234809795
2,8,16384,16384,2048,16,TK,2.3493696212768556,468.00282842613245
3,8,16384,16384,2048,16,NCCL,2.7428863525390623,400.8593453965721
3,8,16384,16384,2048,16,TK,2.3493183135986326,468.0130493222917
4,8,16384,16384,2048,16,NCCL,2.74715518951416,400.2364453136158
4,8,16384,16384,2048,16,TK,2.3493247985839845,468.01175743716317
5,8,16384,16384,2048,16,NCCL,2.7484031677246095,400.0547083804596
5,8,16384,16384,2048,16,TK,2.348371124267578,468.2018171718583
6,8,16384,16384,2048,16,NCCL,2.752134323120117,399.51234158130575
6,8,16384,16384,2048,16,TK,2.3468864440917967,468.498009583711
7,8,16384,16384,2048,16,NCCL,2.7563648223876953,398.89916561318984
7,8,16384,16384,2048,16,TK,2.3493247985839845,468.01175743716317
0,8,16384,16384,2048,32,NCCL,2.748192024230957,400.08544456921015
0,8,16384,16384,2048,32,TK,2.7154111862182617,404.9153341329803
1,8,16384,16384,2048,32,NCCL,2.7449472427368162,400.5583825646665
1,8,16384,16384,2048,32,TK,2.7154815673828123,404.90483934152127
2,8,16384,16384,2048,32,NCCL,2.7416704177856444,401.03712708985597
2,8,16384,16384,2048,32,TK,2.7154495239257814,404.9096173904987
3,8,16384,16384,2048,32,NCCL,2.736012840270996,401.8663990140835
3,8,16384,16384,2048,32,TK,2.7153472900390625,404.9248623958457
4,8,16384,16384,2048,32,NCCL,2.7377471923828125,401.6118182260044
4,8,16384,16384,2048,32,TK,2.7146175384521483,405.03371550562224
5,8,16384,16384,2048,32,NCCL,2.7447231292724608,400.59108915202154
5,8,16384,16384,2048,32,TK,2.7149631500244142,404.98215519651256
6,8,16384,16384,2048,32,NCCL,2.745439910888672,400.4865025146731
6,8,16384,16384,2048,32,TK,2.713273620605469,405.2343336941606
7,8,16384,16384,2048,32,NCCL,2.7470783233642577,400.2476443516411
7,8,16384,16384,2048,32,TK,2.7154943466186525,404.90293384153694
0,8,16384,16384,2048,64,NCCL,2.752339172363281,399.48260694626174
0,8,16384,16384,2048,64,TK,3.465932846069336,317.23396747947385
1,8,16384,16384,2048,64,NCCL,2.751353645324707,399.62570047815086
1,8,16384,16384,2048,64,TK,3.4659648895263673,317.23103459546326
2,8,16384,16384,2048,64,NCCL,2.745619201660156,400.4603504780172
2,8,16384,16384,2048,64,TK,3.4658817291259765,317.238646240036
3,8,16384,16384,2048,64,NCCL,2.7443264007568358,400.64899986851947
3,8,16384,16384,2048,64,TK,3.4657726287841797,317.24863271302286
4,8,16384,16384,2048,64,NCCL,2.7451648712158203,400.5266274914233
4,8,16384,16384,2048,64,TK,3.465689468383789,317.256245202128
5,8,16384,16384,2048,64,NCCL,2.7452863693237304,400.50890138898404
5,8,16384,16384,2048,64,TK,3.465683364868164,317.25680393131523
6,8,16384,16384,2048,64,NCCL,2.7480703353881837,400.103160977023
6,8,16384,16384,2048,64,TK,3.463622283935547,317.4455924006465
7,8,16384,16384,2048,64,NCCL,2.7524864196777346,399.46123618104264
7,8,16384,16384,2048,64,TK,3.4659584045410154,317.23162815094554
0,8,32768,32768,4096,1,NCCL,17.54510040283203,501.34184588582826
0,8,32768,32768,4096,1,TK,12.366854095458985,711.2635884851152
1,8,32768,32768,4096,1,NCCL,17.75603790283203,495.3860241988474
1,8,32768,32768,4096,1,TK,12.36684799194336,711.2639395210807
2,8,32768,32768,4096,1,NCCL,17.617158508300783,499.29124597837335
2,8,32768,32768,4096,1,TK,12.36669464111328,711.2727594134363
3,8,32768,32768,4096,1,NCCL,17.71471405029297,496.5416318454504
3,8,32768,32768,4096,1,TK,12.366854095458985,711.2635884851152
4,8,32768,32768,4096,1,NCCL,17.570271301269532,500.6236313250577
4,8,32768,32768,4096,1,TK,12.366809844970703,711.2661335037158
5,8,32768,32768,4096,1,NCCL,17.65006103515625,498.36048751828764
5,8,32768,32768,4096,1,TK,12.366681671142578,711.2735053845139
6,8,32768,32768,4096,1,NCCL,17.635501098632812,498.77193582494317
6,8,32768,32768,4096,1,TK,12.365497589111328,711.3416147485698
7,8,32768,32768,4096,1,NCCL,17.807711791992187,493.94852774759346
7,8,32768,32768,4096,1,TK,12.36657943725586,711.2793854466073
0,8,32768,32768,4096,2,NCCL,17.693574523925783,497.1348785579567
0,8,32768,32768,4096,2,TK,12.531731414794923,701.9056450430593
1,8,32768,32768,4096,2,NCCL,18.014035034179688,488.2911022165974
1,8,32768,32768,4096,2,TK,12.531680297851562,701.9085081284755
2,8,32768,32768,4096,2,NCCL,17.80913848876953,493.9089573454005
2,8,32768,32768,4096,2,TK,12.531635284423828,701.9110293722869
3,8,32768,32768,4096,2,NCCL,17.79105987548828,494.41084925619634
3,8,32768,32768,4096,2,TK,12.531667327880859,701.9092345866992
4,8,32768,32768,4096,2,NCCL,17.77582702636719,494.8345305768673
4,8,32768,32768,4096,2,TK,12.531705474853515,701.9070979491576
5,8,32768,32768,4096,2,NCCL,17.87274169921875,492.15129778284063
5,8,32768,32768,4096,2,TK,12.531597137451172,701.9131660337634
6,8,32768,32768,4096,2,NCCL,17.752902221679687,495.47352384255737
6,8,32768,32768,4096,2,TK,12.530598449707032,701.9691084597523
7,8,32768,32768,4096,2,NCCL,17.70061492919922,496.9371435620479
7,8,32768,32768,4096,2,TK,12.531584167480469,701.9138925016289
0,8,32768,32768,4096,4,NCCL,17.815609741210938,493.72955234088573
0,8,32768,32768,4096,4,TK,12.37215347290039,710.9589322081001
1,8,32768,32768,4096,4,NCCL,17.661222839355467,498.04552619126605
1,8,32768,32768,4096,4,TK,12.371942138671875,710.9710766196857
2,8,32768,32768,4096,4,NCCL,17.74339141845703,495.7391072970485
2,8,32768,32768,4096,4,TK,12.371929931640626,710.971778114618
3,8,32768,32768,4096,4,NCCL,17.732908630371092,496.03216288742163
3,8,32768,32768,4096,4,TK,12.3720703125,710.9637110064718
4,8,32768,32768,4096,4,NCCL,17.746925354003906,495.6403910395387
4,8,32768,32768,4096,4,TK,12.372025299072266,710.9662977222966
5,8,32768,32768,4096,4,NCCL,17.728781127929686,496.1476459512917
5,8,32768,32768,4096,4,TK,12.371417236328124,711.0012421518416
6,8,32768,32768,4096,4,NCCL,17.841555786132812,493.0115471793487
6,8,32768,32768,4096,4,TK,12.370105743408203,711.0766233259786
7,8,32768,32768,4096,4,NCCL,17.711500549316405,496.6317222934278
7,8,32768,32768,4096,4,TK,12.3720703125,710.9637110064718
0,8,32768,32768,4096,8,NCCL,17.5732421875,500.53899720705704
0,8,32768,32768,4096,8,TK,13.142988586425782,669.2612539656847
1,8,32768,32768,4096,8,NCCL,17.750303649902342,495.5460591377767
1,8,32768,32768,4096,8,TK,13.143116760253907,669.2547272202786
2,8,32768,32768,4096,8,NCCL,17.502362060546876,502.56605318637537
2,8,32768,32768,4096,8,TK,13.143064880371094,669.2573689828458
3,8,32768,32768,4096,8,NCCL,17.49901428222656,502.662200301307
3,8,32768,32768,4096,8,TK,13.142950439453125,669.2631964740182
4,8,32768,32768,4096,8,NCCL,17.583584594726563,500.244587491336
4,8,32768,32768,4096,8,TK,13.143110656738282,669.2550380147923
5,8,32768,32768,4096,8,NCCL,17.743116760253905,495.7467811919042
5,8,32768,32768,4096,8,TK,13.142137145996093,669.3046134347968
6,8,32768,32768,4096,8,NCCL,17.752978515625,495.47139453057184
6,8,32768,32768,4096,8,TK,13.140428161621093,669.3916601514187
7,8,32768,32768,4096,8,NCCL,17.54864044189453,501.2407115715218
7,8,32768,32768,4096,8,TK,13.143026733398438,669.2593114686273
0,8,32768,32768,4096,16,NCCL,17.46947784423828,503.5120740663176
0,8,32768,32768,4096,16,TK,13.415052795410157,655.6882895919356
1,8,32768,32768,4096,16,NCCL,17.595622253417968,499.90235613857584
1,8,32768,32768,4096,16,TK,13.415032958984375,655.6892591394673
2,8,32768,32768,4096,16,NCCL,17.502919006347657,502.55006145077766
2,8,32768,32768,4096,16,TK,13.414944458007813,655.6935848480034
3,8,32768,32768,4096,16,NCCL,17.569151306152342,500.65554499082697
3,8,32768,32768,4096,16,TK,13.41486053466797,655.6976868657182
4,8,32768,32768,4096,16,NCCL,17.48448028564453,503.0800388976932
4,8,32768,32768,4096,16,TK,13.415000915527344,655.6908253376906
5,8,32768,32768,4096,16,NCCL,17.72692413330078,496.19962019717593
5,8,32768,32768,4096,16,TK,13.41263427734375,655.806520950632
6,8,32768,32768,4096,16,NCCL,17.49879608154297,502.66846823169544
6,8,32768,32768,4096,16,TK,13.412678527832032,655.8043573441078
7,8,32768,32768,4096,16,NCCL,17.5359619140625,501.6031093882683
7,8,32768,32768,4096,16,TK,13.41491241455078,655.6951510668921
0,8,32768,32768,4096,32,NCCL,17.268768310546875,509.3642386084825
0,8,32768,32768,4096,32,TK,14.423008728027344,609.8653330989874
1,8,32768,32768,4096,32,NCCL,17.329151916503907,507.58935374274097
1,8,32768,32768,4096,32,TK,14.42225341796875,609.8972724504277
2,8,32768,32768,4096,32,NCCL,17.319302368164063,507.8780215984203
2,8,32768,32768,4096,32,TK,14.422752380371094,609.8761727462784
3,8,32768,32768,4096,32,NCCL,17.34517059326172,507.120582926127
3,8,32768,32768,4096,32,TK,14.422706604003906,609.878108438128
4,8,32768,32768,4096,32,NCCL,17.33007354736328,507.56235962693296
4,8,32768,32768,4096,32,TK,14.423027038574219,609.864558853211
5,8,32768,32768,4096,32,NCCL,17.38248291015625,506.03202474996317
5,8,32768,32768,4096,32,TK,14.422061157226562,609.9054030013235
6,8,32768,32768,4096,32,NCCL,17.364601135253906,506.5531280387445
6,8,32768,32768,4096,32,TK,14.420722961425781,609.9620002226524
7,8,32768,32768,4096,32,NCCL,17.241619873046876,510.16627712333303
7,8,32768,32768,4096,32,TK,14.422892761230468,609.8702367012243
0,8,32768,32768,4096,64,NCCL,17.044761657714844,516.058434775865
0,8,32768,32768,4096,64,TK,18.674214172363282,471.0288176530443
1,8,32768,32768,4096,64,NCCL,17.061247253417967,515.5597883059712
1,8,32768,32768,4096,64,TK,18.67425994873047,471.0276630162248
2,8,32768,32768,4096,64,NCCL,17.034970092773438,516.355061048183
2,8,32768,32768,4096,64,TK,18.67352294921875,471.0462533571366
3,8,32768,32768,4096,64,NCCL,17.146649169921876,512.9919516658588
3,8,32768,32768,4096,64,TK,18.673965454101562,471.0350912786989
4,8,32768,32768,4096,64,NCCL,17.089324951171875,514.7127254786515
4,8,32768,32768,4096,64,TK,18.67430419921875,471.0265468726803
5,8,32768,32768,4096,64,NCCL,17.122233581542968,513.7234567159398
5,8,32768,32768,4096,64,TK,18.673677062988283,471.04236581460896
6,8,32768,32768,4096,64,NCCL,17.158912658691406,512.6253159026697
6,8,32768,32768,4096,64,TK,18.671180725097656,471.105344204845
7,8,32768,32768,4096,64,NCCL,17.08486328125,514.8471414378471
7,8,32768,32768,4096,64,TK,18.67418212890625,471.02962590218607
